Filename, # of times changed, Code Churn
hibernate-core/src/main/java/org/hibernate/query/procedure/internal/ProcedureParameterBindingImpl.java, 2, 110
hibernate-core/src/main/java/org/hibernate/query/internal/QueryParameterNamedImpl.java, 2, 72
hibernate-core/src/main/java/org/hibernate/query/internal/QueryParameterImpl.java, 2, 38
hibernate-core/src/main/java/org/hibernate/query/internal/NativeQueryReturnBuilderRootImpl.java, 2, 89
hibernate-core/src/main/java/org/hibernate/query/internal/NativeQueryReturnBuilderFetchImpl.java, 2, 90
hibernate-core/src/main/java/org/hibernate/query/criteria/internal/expression/SimpleCaseExpression.java, 2, 201
hibernate-core/src/main/java/org/hibernate/query/criteria/internal/expression/SearchedCaseExpression.java, 2, 182
hibernate-core/src/main/java/org/hibernate/query/criteria/internal/expression/ParameterExpressionImpl.java, 2, 137
hibernate-core/src/main/java/org/hibernate/query/criteria/internal/expression/LiteralExpression.java, 2, 123
hibernate-core/src/main/java/org/hibernate/query/criteria/internal/expression/CaseLiteralExpression.java, 2, 76
hibernate-core/src/main/java/org/hibernate/query/criteria/internal/compile/CriteriaInterpretation.java, 2, 37
hibernate-core/src/main/java/org/hibernate/query/criteria/internal/compile/CriteriaCompiler.java, 2, 187
hibernate-core/src/main/java/org/hibernate/query/criteria/internal/AbstractManipulationCriteriaQuery.java, 2, 181
hibernate-core/src/main/java/org/hibernate/query/criteria/HibernateCriteriaBuilder.java, 2, 72
hibernate-core/src/main/java/org/hibernate/query/QueryParameter.java, 2, 40
hibernate-core/src/main/java/org/hibernate/query/ParameterMetadata.java, 2, 65
hibernate-core/src/main/java/org/hibernate/query/BasicQueryContract.java, 2, 490
hibernate-core/src/main/java/org/hibernate/procedure/internal/AbstractParameterRegistrationImpl.java, 2, 629
hibernate-core/src/main/java/org/hibernate/persister/entity/AbstractEntityPersister.java, 2, 11437
hibernate-core/src/main/java/org/hibernate/metamodel/internal/PluralAttributeImpl.java, 2, 233
hibernate-core/src/main/java/org/hibernate/metamodel/internal/JpaMetaModelPopulationSetting.java, 2, 56
hibernate-core/src/main/java/org/hibernate/mapping/Table.java, 2, 1880
hibernate-core/src/main/java/org/hibernate/loader/plan/exec/process/internal/EntityReferenceInitializerImpl.java, 2, 590
hibernate-core/src/main/java/org/hibernate/loader/plan/exec/internal/EntityLoadQueryDetails.java, 2, 394
hibernate-core/src/main/java/org/hibernate/loader/entity/plan/AbstractLoadPlanBasedEntityLoader.java, 2, 1632
hibernate-core/src/main/java/org/hibernate/jpa/spi/TupleBuilderTransformer.java, 2, 179
hibernate-core/src/main/java/org/hibernate/jpa/spi/CriteriaQueryTupleTransformer.java, 2, 155
hibernate-core/src/main/java/org/hibernate/jpa/spi/AbstractEntityManagerImpl.java, 2, 3536
hibernate-core/src/main/java/org/hibernate/jpa/internal/util/PessimisticNumberParser.java, 2, 62
hibernate-core/src/main/java/org/hibernate/jpa/internal/util/FlushModeTypeHelper.java, 2, 99
hibernate-core/src/main/java/org/hibernate/jpa/internal/util/ConfigurationHelper.java, 2, 106
hibernate-core/src/main/java/org/hibernate/jpa/internal/util/CacheModeHelper.java, 2, 127
hibernate-core/src/main/java/org/hibernate/jpa/internal/StoredProcedureQueryImpl.java, 2, 1102
hibernate-core/src/main/java/org/hibernate/jpa/internal/PersistenceUnitUtilImpl.java, 2, 157
hibernate-core/src/main/java/org/hibernate/jpa/internal/ManagedFlushCheckerLegacyJpaImpl.java, 2, 31
hibernate-core/src/main/java/org/hibernate/jpa/internal/ExceptionMapperLegacyJpaImpl.java, 2, 42
hibernate-core/src/main/java/org/hibernate/jpa/graph/internal/SubgraphImpl.java, 2, 408
hibernate-core/src/main/java/org/hibernate/jpa/graph/internal/EntityGraphImpl.java, 2, 525
hibernate-core/src/main/java/org/hibernate/jpa/graph/internal/AttributeNodeImpl.java, 2, 923
hibernate-core/src/main/java/org/hibernate/jpa/graph/internal/AbstractGraphNode.java, 2, 632
hibernate-core/src/main/java/org/hibernate/jpa/event/spi/JpaIntegrator.java, 2, 228
hibernate-core/src/main/java/org/hibernate/jpa/boot/spi/Settings.java, 2, 62
hibernate-core/src/main/java/org/hibernate/jpa/boot/spi/ProviderChecker.java, 2, 121
hibernate-core/src/main/java/org/hibernate/jpa/HibernateEntityManager.java, 2, 34
hibernate-core/src/main/java/org/hibernate/internal/log/DeprecationLogger.java, 2, 303
hibernate-core/src/main/java/org/hibernate/internal/NonContextualJdbcConnectionAccess.java, 2, 61
hibernate-core/src/main/java/org/hibernate/internal/JdbcSessionContextImpl.java, 2, 117
hibernate-core/src/main/java/org/hibernate/internal/JdbcObserverImpl.java, 2, 114
hibernate-core/src/main/java/org/hibernate/internal/HEMLogging.java, 2, 42
hibernate-core/src/main/java/org/hibernate/internal/ExceptionMapperStandardImpl.java, 2, 44
hibernate-core/src/main/java/org/hibernate/internal/EntityManagerMessageLogger.java, 2, 144
hibernate-core/src/main/java/org/hibernate/internal/ContextualJdbcConnectionAccess.java, 2, 87
hibernate-core/src/main/java/org/hibernate/internal/CacheImpl.java, 2, 889
hibernate-core/src/main/java/org/hibernate/internal/AbstractScrollableResults.java, 2, 538
hibernate-core/src/main/java/org/hibernate/id/ForeignGenerator.java, 2, 214
hibernate-core/src/main/java/org/hibernate/hql/internal/ast/util/SessionFactoryHelper.java, 2, 554
hibernate-core/src/main/java/org/hibernate/hql/internal/ast/tree/SelectClause.java, 2, 722
hibernate-core/src/main/java/org/hibernate/engine/spi/SessionOwner.java, 2, 89
hibernate-core/src/main/java/org/hibernate/engine/spi/SessionImplementor.java, 2, 1122
hibernate-core/src/main/java/org/hibernate/engine/spi/SessionBuilderImplementor.java, 2, 78
hibernate-core/src/main/java/org/hibernate/engine/spi/RowSelection.java, 2, 130
hibernate-core/src/main/java/org/hibernate/engine/spi/EntityEntry.java, 2, 1920
hibernate-core/src/main/java/org/hibernate/engine/spi/CollectionEntry.java, 2, 579
hibernate-core/src/main/java/org/hibernate/engine/jdbc/spi/JdbcCoordinator.java, 2, 456
hibernate-core/src/main/java/org/hibernate/engine/internal/Collections.java, 2, 632
hibernate-core/src/main/java/org/hibernate/engine/internal/AbstractEntityEntry.java, 2, 782
hibernate-core/src/main/java/org/hibernate/dialect/HSQLDialect.java, 2, 1428
hibernate-core/src/main/java/org/hibernate/dialect/AbstractTransactSQLDialect.java, 2, 581
hibernate-core/src/main/java/org/hibernate/cfg/beanvalidation/TypeSafeActivator.java, 2, 1440
hibernate-core/src/main/java/org/hibernate/cfg/annotations/SimpleValueBinder.java, 2, 1619
hibernate-core/src/main/java/org/hibernate/cfg/annotations/PropertyBinder.java, 2, 962
hibernate-core/src/main/java/org/hibernate/cfg/annotations/EntityBinder.java, 2, 2009
hibernate-core/src/main/java/org/hibernate/cfg/annotations/CollectionBinder.java, 2, 3083
hibernate-core/src/main/java/org/hibernate/cfg/Environment.java, 2, 1804
hibernate-core/src/main/java/org/hibernate/cfg/Ejb3JoinColumn.java, 2, 1395
hibernate-core/src/main/java/org/hibernate/cfg/Ejb3Column.java, 2, 1189
hibernate-core/src/main/java/org/hibernate/cfg/Configuration.java, 2, 11498
hibernate-core/src/main/java/org/hibernate/cfg/AnnotationBinder.java, 2, 6212
hibernate-core/src/main/java/org/hibernate/cache/spi/RegionFactory.java, 2, 368
hibernate-core/src/main/java/org/hibernate/cache/internal/DefaultCacheKeysFactory.java, 2, 200
hibernate-core/src/main/java/org/hibernate/boot/spi/AbstractDelegatingSessionFactoryOptions.java, 2, 465
hibernate-core/src/main/java/org/hibernate/boot/registry/selector/internal/StrategySelectorImpl.java, 2, 285
hibernate-core/src/main/java/org/hibernate/action/internal/BulkOperationCleanupAction.java, 2, 375
hibernate-core/src/main/java/org/hibernate/SynchronizeableQuery.java, 2, 142
hibernate-core/src/main/java/org/hibernate/SharedSessionBuilder.java, 2, 253
hibernate-core/src/main/java/org/hibernate/SessionFactoryObserver.java, 2, 109
hibernate-core/src/main/java/org/hibernate/ScrollableResults.java, 2, 690
hibernate-core/src/main/java/org/hibernate/SQLQuery.java, 2, 846
hibernate-core/src/main/java/org/hibernate/ConnectionReleaseMode.java, 2, 241
hibernate-core/src/main/java/org/hibernate/BasicQueryContract.java, 2, 356
documentation/src/test/java/org/hibernate/userguide/multitenancy/SchemaMultiTenancyTest.java, 2, 34
documentation/src/test/java/org/hibernate/userguide/multitenancy/DatabaseMultiTenancyTest.java, 2, 31
documentation/src/test/java/org/hibernate/userguide/flush/AutoFlushTest.java, 2, 239
