File,post_release_bugs
hibernate-core/src/main/java/org/hibernate/mapping/PersistentClass.java,1
hibernate-jcache/src/test/resources/hibernate-config/hibernate.cfg.xml,1
hibernate-envers/src/main/java/org/hibernate/envers/internal/entities/mapper/id/AbstractCompositeIdMapper.java,1
hibernate-core/src/test/java/org/hibernate/jpa/test/metamodel/PersonId.java,1
hibernate-core/src/main/java/org/hibernate/sql/SimpleSelect.java,1
hibernate-core/src/main/java/org/hibernate/jpa/event/internal/jpa/CallbackBuilderLegacyImpl.java,1
hibernate-core/src/test/java/org/hibernate/test/annotations/manytoone/Parent.java,1
hibernate-core/src/main/java/org/hibernate/engine/jdbc/internal/StatementPreparerImpl.java,1
hibernate-core/src/test/java/org/hibernate/jpa/test/query/NamedQueryTest.java,2
hibernate-core/src/main/java/org/hibernate/internal/IteratorImpl.java,1
hibernate-core/src/test/java/org/hibernate/test/annotations/formula/JoinColumnOrFormulaTest.java,1
hibernate-core/src/main/java/org/hibernate/jpa/event/internal/jpa/CallbackRegistryImpl.java,1
hibernate-core/src/test/java/org/hibernate/jpa/test/packaging/PackagingTestCase.java,1
hibernate-core/src/main/java/org/hibernate/type/descriptor/java/OffsetTimeJavaDescriptor.java,1
hibernate-core/src/main/java/org/hibernate/persister/entity/SingleTableEntityPersister.java,3
hibernate-core/src/main/java/org/hibernate/jpa/boot/spi/Settings.java,1
hibernate-core/src/main/java/org/hibernate/mapping/OneToOne.java,1
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/query/InheritanceAssociationToOneInnerJoinTest.java,2
hibernate-core/src/test/java/org/hibernate/test/converter/lob/PostalAreaConverter.java,1
hibernate-core/src/test/java/org/hibernate/test/annotations/embeddables/EmbeddableIntegratorTest.java,1
hibernate-core/src/main/java/org/hibernate/procedure/package-info.java,1
hibernate-core/src/main/java/org/hibernate/bytecode/enhance/internal/AttributeTypeDescriptor.java,1
hibernate-core/src/main/java/org/hibernate/context/internal/JTASessionContext.java,1
hibernate-core/src/test/java/org/hibernate/test/hbm/version/GeneratedVersionBindingTest.java,1
hibernate-core/src/test/java/org/hibernate/test/bytecode/enhancement/merge/MergeEnhancedDetachedCollectionInEmbeddableTest.java,1
hibernate-core/src/test/java/org/hibernate/test/bytecode/enhancement/lazy/group/SimpleLazyGroupUpdateTestTask.java,1
hibernate-core/src/test/java/org/hibernate/test/hql/WithClauseJoinRewriteTest.java,1
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/ItemAttributeConverter.java,1
hibernate-core/src/main/java/org/hibernate/hql/internal/ast/tree/QueryNode.java,1
hibernate-core/src/test/java/org/hibernate/jpa/test/statistics/SessionCloseCountTest.java,1
hibernate-core/src/main/java/org/hibernate/Criteria.java,1
hibernate-infinispan/src/test/java/org/hibernate/test/cache/infinispan/functional/VersionedTest.java,2
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/strategy/ValidityAuditStrategyComponentCollectionRevEndTest.java,1
hibernate-core/src/main/java/org/hibernate/boot/model/naming/DatabaseIdentifier.java,2
hibernate-core/src/main/java/org/hibernate/resource/transaction/backend/jdbc/spi/JdbcResourceTransaction.java,1
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/components/ComponentInWhereClauseTest.java,1
hibernate-envers/src/main/java/org/hibernate/envers/internal/synchronization/SessionCacheCleaner.java,1
hibernate-core/src/main/java/org/hibernate/cfg/annotations/PropertyBinder.java,2
hibernate-infinispan/src/main/java/org/hibernate/cache/infinispan/access/LockingInterceptor.java,2
hibernate-core/src/test/resources/org/hibernate/query/hhh12076/SettlementTask.hbm.xml,1
hibernate-core/src/main/java/org/hibernate/query/criteria/internal/CriteriaSubqueryImpl.java,1
hibernate-core/src/test/java/org/hibernate/jpa/test/transaction/FlushAndTransactionTest.java,1
hibernate-core/src/test/java/org/hibernate/test/annotations/secondarytable/SecondaryTableSchemaTest.java,1
hibernate-core/src/test/java/org/hibernate/test/pagination/OraclePaginationTest.java,2
hibernate-core/src/test/java/org/hibernate/test/type/descriptor/java/LocaleTypeDescriptorTest.java,1
hibernate-core/src/main/java/org/hibernate/tuple/entity/AbstractEntityTuplizer.java,4
hibernate-core/src/test/java/org/hibernate/test/lazyload/JtaLazyLoadingTest.java,1
hibernate-core/src/test/java/org/hibernate/test/collection/multisession/MultipleSessionCollectionTest.java,1
hibernate-core/src/main/java/org/hibernate/boot/archive/internal/JarFileBasedArchiveDescriptor.java,2
hibernate-core/src/main/java/org/hibernate/event/spi/PreInsertEventListener.java,1
hibernate-testing/src/main/java/org/hibernate/testing/jta/TestingJtaBootstrap.java,1
hibernate-core/src/test/java/org/hibernate/property/DirectPropertyAccessorTest.java,1
hibernate-core/src/main/java/org/hibernate/event/spi/PreLoadEventListener.java,1
hibernate-core/src/main/java/org/hibernate/query/criteria/internal/expression/BinaryArithmeticOperation.java,1
hibernate-core/src/test/java/org/hibernate/test/ops/multiLoad/MultiLoadSubSelectCollectionTest.java,1
hibernate-core/src/main/java/org/hibernate/boot/spi/MetadataBuilderInitializer.java,1
hibernate-core/src/test/java/org/hibernate/test/insertordering/InsertOrderingWithCompositeTypeAssociation.java,2
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/jta/JtaExceptionListener.java,1
hibernate-core/src/main/java/org/hibernate/internal/AbstractScrollableResults.java,1
hibernate-core/src/test/java/org/hibernate/test/annotations/derivedidentities/bidirectional/CompositeIdDerivedIdWithIdClassTest.java,3
hibernate-core/src/main/java/org/hibernate/type/ManyToOneType.java,2
