id,TryStartLine,TryEndLine,TryLOC,CatchStartLine,CatchEndLine,CatchLOC,CatchStart,CatchLength,MethodStartLine,MethodEndLine,MethodLOC,Binded,RecoveredBinding,Kind,Checked,ParentNodeType,RecoverFlag,InnerCatch,ParentTryStartLine,Logged,MultiLog,Abort,Default,GetCause,OtherInvocation,NumThrown,NumThrowNew,NumThrowWrapCurrentException,Return,Continue,EmptyBlock,CatchException,FinallyThrowing,NumDistinctMethods,NumMethodsNotBinded,NumDistinctExceptions,NumSpecificHandler,NumSubsumptionHandler,NumSupersumptionHandler,NumOtherHandler,MaxLevel,NumIsBindingInfo,NumIsDocSemantic,NumIsDocSyntax,NumIsThrow,ToDo,ExceptionType,ParentMethod,ParentType,Filename,StartLine
1,634,638,2,638,641,1,21035,22,633,649,14,1,0,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,"org.hibernate.result.NoMoreReturnsException","execute()","org.hibernate.procedure.internal.ProcedureCallImpl","hibernate-core\src\main\java\org\hibernate\procedure\internal\ProcedureCallImpl.java",638
2,708,720,10,720,723,1,23245,19,707,731,22,1,0,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,"org.hibernate.result.NoMoreReturnsException","getUpdateCount()","org.hibernate.procedure.internal.ProcedureCallImpl","hibernate-core\src\main\java\org\hibernate\procedure\internal\ProcedureCallImpl.java",720
3,736,744,5,744,750,1,23847,239,735,758,17,1,0,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,0,0,0,1,1,0,0,0,1,0,"org.hibernate.result.NoMoreReturnsException","getResultList()","org.hibernate.procedure.internal.ProcedureCallImpl","hibernate-core\src\main\java\org\hibernate\procedure\internal\ProcedureCallImpl.java",744
4,46,50,2,50,54,2,1544,104,43,163,109,1,0,-9,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,8,0,0,1,7,9,1,0,3,5,0,"org.hibernate.MappingNotFoundException","testNotFound()","org.hibernate.test.mappingexception.MappingExceptionTest","hibernate-core\src\test\java\org\hibernate\test\mappingexception\MappingExceptionTest.java",50
5,59,63,2,63,67,2,1972,104,43,163,109,1,0,-9,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,8,0,0,1,7,9,1,0,3,5,0,"org.hibernate.MappingNotFoundException","testNotFound()","org.hibernate.test.mappingexception.MappingExceptionTest","hibernate-core\src\test\java\org\hibernate\test\mappingexception\MappingExceptionTest.java",63
6,72,76,2,76,80,2,2444,120,43,163,109,1,0,-9,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,5,0,0,1,4,7,0,0,1,4,0,"org.hibernate.MappingNotFoundException","testNotFound()","org.hibernate.test.mappingexception.MappingExceptionTest","hibernate-core\src\test\java\org\hibernate\test\mappingexception\MappingExceptionTest.java",76
7,85,89,2,89,93,2,2881,104,43,163,109,1,0,-9,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,3,0,0,1,0,0,"org.hibernate.MappingNotFoundException","testNotFound()","org.hibernate.test.mappingexception.MappingExceptionTest","hibernate-core\src\test\java\org\hibernate\test\mappingexception\MappingExceptionTest.java",89
8,98,102,2,102,106,2,3300,108,43,163,109,1,0,-9,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,1,0,3,0,0,1,0,0,"org.hibernate.MappingNotFoundException","testNotFound()","org.hibernate.test.mappingexception.MappingExceptionTest","hibernate-core\src\test\java\org\hibernate\test\mappingexception\MappingExceptionTest.java",102
9,124,128,2,128,132,2,4109,96,43,163,109,1,0,-9,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,4,0,0,1,3,6,0,0,1,3,0,"org.hibernate.MappingNotFoundException","testNotFound()","org.hibernate.test.mappingexception.MappingExceptionTest","hibernate-core\src\test\java\org\hibernate\test\mappingexception\MappingExceptionTest.java",128
10,137,141,2,141,145,2,4515,96,43,163,109,1,0,-9,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,4,0,0,1,3,7,0,0,1,3,0,"org.hibernate.MappingNotFoundException","testNotFound()","org.hibernate.test.mappingexception.MappingExceptionTest","hibernate-core\src\test\java\org\hibernate\test\mappingexception\MappingExceptionTest.java",141
11,78,83,1,84,89,1,2689,133,39,99,41,1,1,-9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,"MalformedURLException","getJarURLFromURLEntry(URL,String)","org.hibernate.boot.archive.internal.ArchiveHelper","hibernate-core\src\main\java\org\hibernate\boot\archive\internal\ArchiveHelper.java",84
12,49,91,25,91,96,1,2874,128,39,99,41,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,21,21,0,0,0,0,0,1,0,0,0,0,0,"MalformedURLException","getJarURLFromURLEntry(URL,String)","org.hibernate.boot.archive.internal.ArchiveHelper","hibernate-core\src\main\java\org\hibernate\boot\archive\internal\ArchiveHelper.java",91
13,111,115,1,115,124,6,3466,217,109,126,13,1,1,-9,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"MalformedURLException","getURLFromPath(String)","org.hibernate.boot.archive.internal.ArchiveHelper","hibernate-core\src\main\java\org\hibernate\boot\archive\internal\ArchiveHelper.java",115
14,116,120,1,120,123,1,3594,85,109,126,13,1,1,-9,0,12,0,1,111,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"MalformedURLException","getURLFromPath(String)","org.hibernate.boot.archive.internal.ArchiveHelper","hibernate-core\src\main\java\org\hibernate\boot\archive\internal\ArchiveHelper.java",120
15,112,131,9,131,140,1,4131,228,93,144,27,1,1,-9,0,25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,1,0,0,0,0,0,"MalformedURLException","adjustJarFileEntryUrl(URL,URL)","org.hibernate.boot.archive.internal.StandardArchiveDescriptorFactory","hibernate-core\src\main\java\org\hibernate\boot\archive\internal\StandardArchiveDescriptorFactory.java",131
16,41,44,1,44,47,1,1401,39,40,48,6,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"MalformedURLException","locateConfig(String)","org.hibernate.internal.util.ConfigHelper","hibernate-core\src\main\java\org\hibernate\internal\util\ConfigHelper.java",44
17,32,35,1,35,38,1,873,99,31,39,6,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"MalformedURLException","fromString(String)","org.hibernate.type.descriptor.java.UrlTypeDescriptor","hibernate-core\src\main\java\org\hibernate\type\descriptor\java\UrlTypeDescriptor.java",35
18,99,102,1,102,105,1,3948,55,66,108,29,1,1,-9,0,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,"MalformedURLException","!NAME_NA!","org.hibernate.jpa.test.packaging.PackagingTestCase","hibernate-core\src\test\java\org\hibernate\jpa\test\packaging\PackagingTestCase.java",102
19,42,45,1,45,48,1,1490,98,28,49,14,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"MalformedURLException","resolveRootUrl(Class)","org.hibernate.jpa.test.TestHelper","hibernate-core\src\test\java\org\hibernate\jpa\test\TestHelper.java",45
20,90,93,1,93,96,1,2888,103,84,97,10,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"MalformedURLException","convertToEntityAttribute(String)","org.hibernate.test.converter.SimpleConvertAnnotationTest.UrlConverter","hibernate-core\src\test\java\org\hibernate\test\converter\SimpleConvertAnnotationTest.java",93
21,91,94,1,94,97,1,2926,103,85,98,10,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"MalformedURLException","convertToEntityAttribute(String)","org.hibernate.test.converter.SimpleConvertsAnnotationTest.UrlConverter","hibernate-core\src\test\java\org\hibernate\test\converter\SimpleConvertsAnnotationTest.java",94
22,190,193,1,193,196,0,6441,22,176,211,27,1,1,-9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"MalformedURLException","loadResource(String)","org.hibernate.cache.ehcache.AbstractEhcacheRegionFactory","hibernate-ehcache\src\main\java\org\hibernate\cache\ehcache\AbstractEhcacheRegionFactory.java",193
23,70,73,1,73,83,5,2105,361,57,93,31,1,1,-9,0,25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"MalformedURLException","start(SessionFactoryOptions,Properties)","org.hibernate.cache.ehcache.SingletonEhCacheRegionFactory","hibernate-ehcache\src\main\java\org\hibernate\cache\ehcache\SingletonEhCacheRegionFactory.java",73
24,42,45,1,45,48,1,1639,98,28,49,14,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"MalformedURLException","resolveRootUrl(Class)","org.hibernate.testing.util.TestPathHelper","hibernate-testing\src\main\java\org\hibernate\testing\util\TestPathHelper.java",45
25,163,167,2,167,174,5,5692,200,160,204,38,1,1,-9,0,70,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,6,6,0,0,0,0,0,1,0,0,0,0,0,"MalformedURLException","toClassLoader(List<File>)","org.hibernate.orm.tooling.maven.MavenEnhancePlugin","tooling\hibernate-enhance-maven-plugin\src\main\java\org\hibernate\orm\tooling\maven\MavenEnhancePlugin.java",167
26,187,191,2,191,198,5,6696,235,160,204,38,1,1,-9,0,25,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,7,7,0,0,0,0,0,1,0,0,0,0,0,"MalformedURLException","toClassLoader(List<File>)","org.hibernate.orm.tooling.maven.MavenEnhancePlugin","tooling\hibernate-enhance-maven-plugin\src\main\java\org\hibernate\orm\tooling\maven\MavenEnhancePlugin.java",191
27,155,159,2,159,162,1,5568,114,152,165,11,1,1,-9,0,70,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,5,0,0,0,0,0,1,0,0,0,0,0,"MalformedURLException","toClassLoader(FileCollection)","org.hibernate.orm.tooling.gradle.HibernatePlugin","tooling\hibernate-gradle-plugin\src\main\groovy\org\hibernate\orm\tooling\gradle\HibernatePlugin.java",159
28,32,36,2,36,39,1,1116,29,27,40,11,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,5,0,0,0,5,8,0,0,4,3,0,"ConcurrentModificationException","testUniqueConstraintAnnotationOnNaturalIds()","org.hibernate.test.annotations.entity.HibernateAnnotationMappingTest","hibernate-core\src\test\java\org\hibernate\test\annotations\entity\HibernateAnnotationMappingTest.java",36
29,43,46,1,46,53,1,1226,193,42,54,6,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,"FileNotFoundException","accessInputStream()","org.hibernate.boot.archive.internal.FileInputStreamAccess","hibernate-core\src\main\java\org\hibernate\boot\archive\internal\FileInputStreamAccess.java",46
30,75,83,2,83,88,1,2710,132,74,89,7,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6,2,3,0,0,0,3,8,0,0,0,3,0,"FileNotFoundException","loadConfigXmlFile(File)","org.hibernate.boot.cfgxml.internal.ConfigLoader","hibernate-core\src\main\java\org\hibernate\boot\cfgxml\internal\ConfigLoader.java",83
31,144,169,17,169,175,1,4901,136,143,176,22,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,7,7,1,0,0,0,1,1,0,0,0,1,0,"FileNotFoundException","loadProperties(File)","org.hibernate.boot.cfgxml.internal.ConfigLoader","hibernate-core\src\main\java\org\hibernate\boot\cfgxml\internal\ConfigLoader.java",169
32,67,70,1,77,84,1,2260,156,65,109,31,1,1,-9,0,25,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,0,"FileNotFoundException","doBind(Binder)","org.hibernate.boot.jaxb.internal.CacheableFileXmlSource","hibernate-core\src\main\java\org\hibernate\boot\jaxb\internal\CacheableFileXmlSource.java",77
33,87,90,1,93,96,1,2650,60,65,109,31,1,1,-9,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,"FileNotFoundException","doBind(Binder)","org.hibernate.boot.jaxb.internal.CacheableFileXmlSource","hibernate-core\src\main\java\org\hibernate\boot\jaxb\internal\CacheableFileXmlSource.java",93
34,37,40,1,40,43,1,1053,57,35,45,8,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"FileNotFoundException","doBind(Binder,File,Origin)","org.hibernate.boot.jaxb.internal.FileXmlSource","hibernate-core\src\main\java\org\hibernate\boot\jaxb\internal\FileXmlSource.java",40
35,128,151,20,151,154,0,4805,61,127,160,27,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,0,0,0,0,0,1,0,0,0,0,0,"FileNotFoundException","writeEnhancedClass(File,byte[])","org.hibernate.tool.enhance.EnhancementTask","hibernate-core\src\main\java\org\hibernate\tool\enhance\EnhancementTask.java",151
36,171,191,9,194,197,1,5802,76,167,207,28,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,15,4,7,0,0,0,12,47,1,0,1,5,0,"FileNotFoundException","execute()","org.hibernate.tool.hbm2ddl.SchemaUpdateTask","hibernate-core\src\main\java\org\hibernate\tool\hbm2ddl\SchemaUpdateTask.java",194
37,116,137,14,140,143,1,4397,74,115,153,31,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,11,0,7,0,0,0,15,47,1,0,1,5,0,"FileNotFoundException","execute()","org.hibernate.tool.hbm2ddl.SchemaValidatorTask","hibernate-core\src\main\java\org\hibernate\tool\hbm2ddl\SchemaValidatorTask.java",140
38,127,137,9,137,139,1,6247,83,125,143,18,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,8,0,0,0,0,0,1,0,0,0,0,0,"FileNotFoundException","createClass(String)","org.hibernate.test.cache.infinispan.functional.classloader.SelectedClassnameClassLoader","hibernate-infinispan\src\test\java\org\hibernate\test\cache\infinispan\functional\classloader\SelectedClassnameClassLoader.java",137
39,206,229,20,229,238,6,7752,247,205,239,30,1,1,-9,0,31,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,7,7,1,0,0,0,1,1,0,0,0,1,0,"FileNotFoundException","toCtClass(File,ClassPool)","org.hibernate.orm.tooling.maven.MavenEnhancePlugin","tooling\hibernate-enhance-maven-plugin\src\main\java\org\hibernate\orm\tooling\maven\MavenEnhancePlugin.java",229
40,302,324,20,324,331,5,10282,190,284,332,45,1,1,-9,0,31,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,10,10,1,0,0,0,1,1,0,0,0,1,0,"FileNotFoundException","writeOutEnhancedClass(byte[],CtClass,File)","org.hibernate.orm.tooling.maven.MavenEnhancePlugin","tooling\hibernate-enhance-maven-plugin\src\main\java\org\hibernate\orm\tooling\maven\MavenEnhancePlugin.java",324
41,167,185,15,185,189,1,6356,148,166,190,20,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,5,1,0,0,0,1,1,0,0,0,1,0,"FileNotFoundException","toCtClass(File,ClassPool)","org.hibernate.orm.tooling.gradle.HibernatePlugin","tooling\hibernate-gradle-plugin\src\main\groovy\org\hibernate\orm\tooling\gradle\HibernatePlugin.java",185
42,215,233,16,233,236,1,7763,108,200,238,34,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,5,1,0,0,0,1,1,0,0,0,1,0,"FileNotFoundException","writeOutEnhancedClass(byte[],CtClass,File)","org.hibernate.orm.tooling.gradle.HibernatePlugin","tooling\hibernate-gradle-plugin\src\main\groovy\org\hibernate\orm\tooling\gradle\HibernatePlugin.java",233
43,82,87,3,87,90,1,2297,39,54,101,37,1,1,-9,0,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,"OptimisticLockException","testUpdatedAndRemove()","org.hibernate.jpa.test.emops.RemoveTest","hibernate-core\src\test\java\org\hibernate\jpa\test\emops\RemoveTest.java",87
44,61,66,2,66,70,1,1867,59,36,78,36,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,"OptimisticLockException","testOptimisticLockingException()","org.hibernate.jpa.test.exception.ExceptionTest","hibernate-core\src\test\java\org\hibernate\jpa\test\exception\ExceptionTest.java",66
45,226,233,2,233,235,0,7681,5,216,249,24,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,"OptimisticLockException","testLockWriteOnUnversioned()","org.hibernate.jpa.test.lock.LockTest","hibernate-core\src\test\java\org\hibernate\jpa\test\lock\LockTest.java",233
46,117,121,2,121,124,1,3523,57,92,134,36,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,"OptimisticLockException","testVersioning()","org.hibernate.test.annotations.entity.BasicHibernateAnnotationsTest","hibernate-core\src\test\java\org\hibernate\test\annotations\entity\BasicHibernateAnnotationsTest.java",121
47,146,157,6,157,160,1,5028,80,145,161,11,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,7,7,0,0,0,0,0,1,0,0,0,0,0,"NoSuchAlgorithmException","hashedName(String)","org.hibernate.boot.model.naming.NamingHelper","hibernate-core\src\main\java\org\hibernate\boot\model\naming\NamingHelper.java",157
48,92,103,6,103,106,1,3445,91,91,107,11,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,7,7,0,0,0,0,0,1,0,0,0,0,0,"NoSuchAlgorithmException","hashedName(String)","org.hibernate.mapping.Constraint","hibernate-core\src\main\java\org\hibernate\mapping\Constraint.java",103
49,162,167,3,167,170,1,5798,97,155,186,29,1,1,-9,0,54,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,4,4,0,0,0,0,0,1,0,0,0,0,0,"SAXException","resolveLocalSchema(String,String)","org.hibernate.boot.cfgxml.internal.JaxbCfgProcessor","hibernate-core\src\main\java\org\hibernate\boot\cfgxml\internal\JaxbCfgProcessor.java",167
50,288,293,3,293,296,1,10999,104,277,320,41,1,1,-9,0,54,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,28,2,0,0,0,2,4,0,0,0,2,0,"SAXException","loadUrl(URL)","org.hibernate.jpa.boot.internal.PersistenceXmlParser","hibernate-core\src\main\java\org\hibernate\jpa\boot\internal\PersistenceXmlParser.java",293
51,341,344,1,344,347,1,12558,25,321,360,32,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,"SAXException","validate(Document)","org.hibernate.jpa.boot.internal.PersistenceXmlParser","hibernate-core\src\main\java\org\hibernate\jpa\boot\internal\PersistenceXmlParser.java",344
52,412,417,3,417,420,1,14729,97,404,436,29,1,1,-9,0,54,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,4,4,0,0,0,0,0,1,0,0,0,0,0,"SAXException","resolveLocalSchema(String)","org.hibernate.jpa.boot.internal.PersistenceXmlParser","hibernate-core\src\main\java\org\hibernate\jpa\boot\internal\PersistenceXmlParser.java",417
53,170,173,1,173,176,1,5753,113,162,178,13,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"SAXException","loadSchema(String)","org.hibernate.jpamodelgen.util.xml.XmlParserHelper","tooling\metamodel-generator\src\main\java\org\hibernate\jpamodelgen\util\xml\XmlParserHelper.java",173
54,160,165,3,165,168,0,4527,18,156,176,15,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,"ArithmeticException","testException()","org.hibernate.jpa.test.callbacks.CallbacksTest","hibernate-core\src\test\java\org\hibernate\jpa\test\callbacks\CallbacksTest.java",165
55,117,120,1,120,123,1,3837,88,116,127,9,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,"InvalidNameException","parseName(String,Context)","org.hibernate.engine.jndi.internal.JndiServiceImpl","hibernate-core\src\main\java\org\hibernate\engine\jndi\internal\JndiServiceImpl.java",120
56,64,74,6,74,78,2,2526,50,61,82,17,1,0,-9,0,31,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,9,4,0,0,0,0,0,1,0,0,0,0,0,"org.hibernate.exception.GenericJDBCException","execute(Connection)","","hibernate-core\src\test\java\org\hibernate\id\SequenceValueExtractor.java",74
57,69,74,3,79,82,0,2434,19,66,86,15,1,0,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,"org.hibernate.hql.internal.ast.QuerySyntaxException","testJoinFetchOfAnAnyTypeAttribute()","org.hibernate.test.any.AnyTypeTest","hibernate-core\src\test\java\org\hibernate\test\any\AnyTypeTest.java",79
58,52,59,2,59,62,1,2427,41,51,63,7,1,1,-9,0,28,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,"OpenDataException","!NAME_NA!","org.hibernate.cache.ehcache.management.impl.CacheRegionStats","hibernate-ehcache\src\main\java\org\hibernate\cache\ehcache\management\impl\CacheRegionStats.java",59
59,221,230,1,230,233,1,6411,41,220,234,6,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,"OpenDataException","toCompositeData()","org.hibernate.cache.ehcache.management.impl.CacheRegionStats","hibernate-ehcache\src\main\java\org\hibernate\cache\ehcache\management\impl\CacheRegionStats.java",230
60,51,58,2,58,61,1,2283,41,50,62,7,1,1,-9,0,28,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,"OpenDataException","!NAME_NA!","org.hibernate.cache.ehcache.management.impl.CollectionStats","hibernate-ehcache\src\main\java\org\hibernate\cache\ehcache\management\impl\CollectionStats.java",58
61,204,211,1,211,214,1,5705,41,203,215,6,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"OpenDataException","toCompositeData()","org.hibernate.cache.ehcache.management.impl.CollectionStats","hibernate-ehcache\src\main\java\org\hibernate\cache\ehcache\management\impl\CollectionStats.java",211
62,52,59,2,59,62,1,2396,41,51,63,7,1,1,-9,0,28,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,"OpenDataException","!NAME_NA!","org.hibernate.cache.ehcache.management.impl.EntityStats","hibernate-ehcache\src\main\java\org\hibernate\cache\ehcache\management\impl\EntityStats.java",59
63,245,253,1,253,256,1,6933,41,244,257,6,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"OpenDataException","toCompositeData()","org.hibernate.cache.ehcache.management.impl.EntityStats","hibernate-ehcache\src\main\java\org\hibernate\cache\ehcache\management\impl\EntityStats.java",253
64,66,73,2,73,76,1,2514,41,65,77,7,1,1,-9,0,28,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,"OpenDataException","!NAME_NA!","org.hibernate.cache.ehcache.management.impl.QueryStats","hibernate-ehcache\src\main\java\org\hibernate\cache\ehcache\management\impl\QueryStats.java",73
65,275,288,1,288,291,1,7669,41,274,292,6,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"OpenDataException","toCompositeData()","org.hibernate.cache.ehcache.management.impl.QueryStats","hibernate-ehcache\src\main\java\org\hibernate\cache\ehcache\management\impl\QueryStats.java",288
66,33,48,13,54,57,0,1423,18,28,61,30,1,0,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,0,0,0,0,0,4,0,0,0,0,0,"org.hibernate.jpa.test.connection.FakeDataSourceException","testDatasourceInjection()","org.hibernate.jpa.test.connection.DataSourceInjectionTest","hibernate-core\src\test\java\org\hibernate\jpa\test\connection\DataSourceInjectionTest.java",54
67,68,72,2,72,75,1,2795,90,55,77,16,1,0,-9,0,25,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,4,1,0,0,0,1,2,0,0,0,1,1,"org.hibernate.boot.jaxb.internal.stax.JpaOrmXmlEventReader.BadVersionException","doBind(XMLEventReader,StartElement,Origin)","org.hibernate.boot.jaxb.internal.MappingBinder","hibernate-core\src\main\java\org\hibernate\boot\jaxb\internal\MappingBinder.java",72
68,1060,1064,2,1064,1075,7,32381,310,1047,1081,24,1,1,-9,0,31,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,"AssertionFailedError","testUpdateSetNullUnionSubclass()","org.hibernate.test.hql.BulkManipulationTest","hibernate-core\src\test\java\org\hibernate\test\hql\BulkManipulationTest.java",1064
69,88,92,2,95,98,1,2705,17,73,104,25,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,"AssertionFailedError","testGetSemantics()","org.hibernate.test.jpa.proxy.JPAProxyTest","hibernate-core\src\test\java\org\hibernate\test\jpa\proxy\JPAProxyTest.java",95
70,371,389,14,392,394,1,15066,28,370,398,26,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,3,0,0,0,3,3,2,0,1,1,0,"AssertionFailedError","run()","org.hibernate.test.cache.infinispan.AbstractRegionAccessStrategyTest.PutFromLoadNode2","hibernate-infinispan\src\test\java\org\hibernate\test\cache\infinispan\AbstractRegionAccessStrategyTest.java",392
71,189,204,13,208,211,1,7523,30,188,217,26,1,1,-9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,0,0,0,3,3,2,0,1,1,0,"AssertionFailedError","run()","org.hibernate.test.cache.infinispan.collection.CollectionRegionAccessStrategyTest","hibernate-infinispan\src\test\java\org\hibernate\test\cache\infinispan\collection\CollectionRegionAccessStrategyTest.java",208
