Filename,# of code changes,Code churn %
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/Music.java,36436,-11.99%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/MergeTest.java,36387,-11.87%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/MergeMultipleEntityCopiesDisallowedTest.java,36183,-11.37%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/MergeMultipleEntityCopiesDisallowedByDefaultTest.java,36153,-11.30%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/MergeMultipleEntityCopiesCustomTest.java,35995,-10.91%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/MergeMultipleEntityCopiesAllowedTest.java,35777,-10.37%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/MergeMultipleEntityCopiesAllowedLoggedTest.java,35601,-9.92%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/Mail.java,35572,-9.85%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/Mail.java,105305,13.29%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/Item.java,35533,-9.75%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/Hoarder.java,35439,-9.51%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/GetReferenceTest.java,35363,-9.32%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/FlushTest.java,35307,-9.17%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/FlushModeTest.java,35165,-8.81%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/Empire.java,35117,-8.68%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/Dress.java,35072,-8.57%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/Dog.java,35052,-8.51%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/Decorate.java,35026,-8.45%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/Competitor.java,34969,-8.30%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/Competition.java,34924,-8.18%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/Colony.java,34872,-8.04%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/Category.java,34841,-7.96%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/emops/Cat.java,34749,-7.72%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/id/IdentifierGeneratorStrategyProviderTest.java,34723,-7.65%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/id/FunkyIdentifierGeneratorProvider.java,34670,-7.51%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/id/FunkyIdentifierGeneratorProvider.java,143776,11.77%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/id/FunkyIdGenerator.java,34649,-7.45%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/id/FunkyIdGenerator.java,109458,11.33%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/id/FunkyException.java,34627,-7.39%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/id/Cable.java,34614,-7.36%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/SessionFactoryObserverTest.java,34585,-7.28%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/PersisterClassProviderTest.java,34526,-7.12%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/PersisterClassProviderTest.java,109454,11.33%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/NamingStrategyConfigurationTest.java,33891,-5.38%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/LocalExceptionInterceptor.java,33840,-5.24%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/InterceptorTest.java,33813,-5.16%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/InterceptorTest.java,105589,13.35%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/ExceptionInterceptor.java,33598,-4.55%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/EntityManagerSerializationTest.java,33556,-4.43%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/EntityManagerSerializationTest.java,143772,11.77%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/EntityManagerFactorySerializationTest.java,33452,-4.14%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/EntityManagerFactorySerializationTest.java,143766,11.77%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/ConfigurationObjectSettingTest.java,33318,-3.75%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/ejb3configuration/Bell.java,33179,-3.35%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/tuple/TupleCriteriaTest.java,33158,-3.29%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/subquery/UncorrelatedSubqueryTest.java,32904,-2.54%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/subquery/CorrelatedSubqueryTest.java,32790,-2.20%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/simplecase/BasicSimpleCaseTest.java,32645,-1.77%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/selectcase/SelectCaseTest.java,32455,-1.19%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/selectcase/SelectCaseTest.java,143764,11.77%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/paths/SingularAttributeJoinTest.java,32317,-0.77%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/paths/SingularAttributeJoinTest.java,143753,11.78%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/paths/ImplicitJoinTest.java,32232,-0.51%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/paths/FetchAndJoinTest.java,32187,-0.37%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/paths/AbstractPathImplTest.java,32118,-0.16%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/mapjoin/MapJoinTest2.java,31996,0.23%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/mapjoin/MapJoinTest.java,31886,0.57%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/idclass/WidgetId.java,31835,0.73%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/idclass/Widget.java,31775,0.92%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/idclass/Tool.java,31734,1.05%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/idclass/IdClassPredicateTest.java,31706,1.14%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/idclass/HelperId.java,31493,1.83%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/idclass/Helper.java,31433,2.02%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/enumcollection/User.java,31398,2.13%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/enumcollection/EnumIsMemberTest.java,31344,2.31%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/components/joins/ManyToOneType.java,31270,2.55%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/components/joins/Entity.java,31233,2.67%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/components/joins/EmbeddedType.java,31196,2.80%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/components/joins/ComponentJoinTest.java,31160,2.91%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/components/Name.java,31046,3.29%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/components/ComponentCriteriaTest.java,30982,3.51%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/components/Client.java,30826,4.03%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/components/Alias.java,30775,4.20%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/basic/Wall.java,30715,4.41%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/basic/PredicateTest.java,30632,4.69%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/basic/Payment.java,30338,5.70%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/basic/ListIndexTest.java,30277,5.92%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/basic/ExpressionsTest.java,30195,6.20%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/basic/ExpressionsTest.java,143747,11.78%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/basic/Date3Type.java,29865,7.38%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/basic/Date3Type.java,109392,11.34%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/basic/CastTest.java,29714,7.92%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/basic/BasicCriteriaUsageTest.java,29649,8.16%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/basic/AggregationResultTest.java,29482,8.77%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/TreatKeywordTest.java,29319,9.38%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/SuperclassCollectionTest.java,29029,10.47%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/QueryBuilderTest.java,28851,11.15%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/QueryBuilderTest.java,143735,11.78%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/ParameterTest.java,28577,12.22%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/OnKeywordTest.java,28456,12.69%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/MultiTypedBasicAttributesEntity.java,28412,12.87%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/ManipulationCriteriaTest.java,28357,13.09%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/Human.java,28130,14.00%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/EntitySuperclassCollectionTest.java,28112,14.07%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/EntitySuperclassCollectionTest.java,152933,12.88%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/Elephant.java,28006,14.50%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/CriteriaCompilingTest.java,27988,14.58%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/Animal.java,27769,15.48%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/convert/QueryTest.java,27709,15.73%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/convert/ConversionAutoApplyTest.java,27499,16.62%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/connection/PersistenceUnitInfoImpl.java,27335,17.31%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/connection/PersistenceUnitInfoImpl.java,143723,11.78%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/connection/FakeDataSourceException.java,27218,17.82%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/connection/FakeDataSource.java,27199,17.90%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/connection/DataSourceInjectionTest.java,27143,18.14%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/connection/DataSourceInjectionTest.java,143719,11.78%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/collection/PostLoadTest.java,27087,18.39%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/collection/Parent.java,27032,18.63%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/collection/Child.java,26976,18.88%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cdi/NoCdiAvailableTestDelegate.java,26935,19.06%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cdi/NoCdiAvailableTest.java,26903,19.20%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cdi/ExtendedBeanManagerCdiTest.java,26786,19.72%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cdi/DelayedCdiTest.java,26381,21.56%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cdi/BasicCdiTest.java,25978,23.44%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cdi/BaseCdiIntegrationTest.java,25830,24.15%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/multilevel/Top.java,25777,24.41%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/multilevel/MultiLevelCascadeTest.java,25726,24.65%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/multilevel/Middle.java,25654,25.00%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/multilevel/Bottom.java,25593,25.30%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/multicircle/MultiCircleJpaCascadeTest.java,25554,25.49%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/multicircle/G.java,25237,27.07%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/multicircle/F.java,25201,27.25%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/multicircle/E.java,25149,27.51%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/multicircle/D.java,25114,27.69%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/multicircle/C.java,25053,28.00%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/multicircle/B.java,25011,28.22%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/multicircle/AbstractEntity.java,24943,28.57%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/Troop2.java,24866,28.96%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/Troop.java,24821,29.20%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/Teacher.java,24755,29.54%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/Student.java,24688,29.89%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/Song.java,24625,30.23%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/Son.java,24583,30.45%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/Soldier2.java,24539,30.68%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/Soldier.java,24472,31.04%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/Parent.java,24402,31.42%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/MergeWithTransientNonCascadedAssociationTest.java,24369,31.59%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/MergeTest.java,24283,32.06%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/Grandson.java,24152,32.78%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/FetchTest2.java,24109,33.01%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/FetchTest.java,24032,33.44%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/FetchTest.java,143715,11.78%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/ExtractionDocumentInfo.java,23872,34.33%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/ExtractionDocument.java,23745,35.05%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/DetachAndContainsTest.java,23674,35.46%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/DeleteOrphanTest.java,23579,36.00%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/Conference.java,23478,36.59%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/CascadeTest.java,23393,37.08%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cascade/Author.java,23297,37.65%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/xml/MyEntity.java,23275,37.78%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/xml/JournalingListener.java,23236,38.01%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/xml/EntityListenerViaXmlTest.java,23208,38.18%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/hbmxml/MappingClassMoreThanOnceTest.java,23162,38.45%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/hbmxml/Entity.java,23106,38.79%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/VideoSystem.java,23075,38.97%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/Translation.java,23040,39.18%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/Television.java,22996,39.45%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/Rythm.java,22926,39.88%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/RemoteControl.java,22896,40.06%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/Plant.java,22845,40.37%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/Person.java,22796,40.67%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/IncreaseListener.java,22716,41.17%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/FirstOneListener.java,22694,41.31%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/ExceptionListener.java,22671,41.45%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/Employee.java,22651,41.57%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/Customer.java,22581,42.01%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/CountryNameCheckerListener.java,22537,42.29%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/CountryChecker.java,22501,42.52%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/CommunicationSystem.java,22478,42.66%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/CallbacksTest.java,22450,42.84%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/callbacks/CallbackAndDirtyTest.java,22193,44.50%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cacheable/cachemodes/SimpleEntity.java,22089,45.18%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cacheable/cachemodes/SharedCacheModesTest.java,22052,45.42%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cacheable/cachemodes/SharedCacheModesTest.java,143709,11.79%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cacheable/api/Order.java,21951,46.09%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cacheable/api/JpaCacheApiUsageTest.java,21895,46.46%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cacheable/annotation/NoCacheableAnnotationEntity.java,21833,46.88%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cacheable/annotation/ExplicitlyNonCacheableEntity.java,21796,47.13%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cacheable/annotation/ExplicitlyCacheableEntity.java,21757,47.39%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cacheable/annotation/ConfigurationTest.java,21718,47.66%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/boot/NewBootProcessTest.java,21578,48.61%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/beanvalidation/ValidatorFactory2PhaseInjectionTest.java,21540,48.88%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/beanvalidation/CupHolder.java,21472,49.35%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/beanvalidation/BeanValidationTest.java,21429,49.65%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/association/Oven.java,21354,50.17%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/association/Kitchen.java,21310,50.48%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/association/IncidentStatus.java,21269,50.77%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/association/Incident.java,21225,51.09%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/association/AssociationTest.java,21180,51.41%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/Wallet.java,21103,51.96%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/TestingEntityManagerFactoryGenerator.java,21046,52.37%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/TestHelper.java,21012,52.62%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/SettingsGenerator.java,20963,52.97%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/PersistenceUnitInfoAdapter.java,20928,53.23%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/PersistenceUnitDescriptorAdapter.java,20828,53.97%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/NotSerializableClass.java,20713,54.82%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/NoOpListener.java,20696,54.95%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/MyNamingStrategy.java,20676,55.10%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/LastUpdateListener.java,20655,55.26%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/Kitten.java,20631,55.44%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/Item.java,20568,55.91%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/EntityWithCompositeId.java,20446,56.84%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/EntityManagerTest.java,20408,57.13%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/EntityManagerTest.java,143641,11.79%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/EntityManagerTest.java,105345,13.29%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/EntityManagerFactoryUnwrapTest.java,19945,60.78%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/EntityManagerFactoryUnwrapTest.java,143631,11.79%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/EntityManagerFactoryUnwrapTest.java,109380,11.34%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/EntityManagerFactoryClosedTest.java,19843,61.61%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/Distributor.java,19760,62.29%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/CountEntityWithCompositeIdTest.java,19705,62.74%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/CompositeIdRowValueTest.java,19667,63.05%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/CompositeId.java,19631,63.35%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/Cat.java,19569,63.87%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/BaseEntityManagerFunctionalTestCase.java,19387,65.41%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/BaseEntityManagerFunctionalTestCase.java,143627,11.80%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/BaseEntityManagerFunctionalTestCase.java,109368,11.35%
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/BaseEntityManagerFunctionalTestCase.java,107118,13.37%
hibernate-entitymanager/src/test/java/NoPackageEntity.java,19053,68.31%
hibernate-entitymanager/src/main/java/org/hibernate/jpa/spi/BaseQueryImpl.java,109357,11.35%
hibernate-entitymanager/src/main/java/org/hibernate/jpa/spi/AbstractQueryImpl.java,108355,12.38%
hibernate-entitymanager/src/main/java/org/hibernate/jpa/spi/AbstractEntityManagerImpl.java,143616,11.80%
hibernate-entitymanager/src/main/java/org/hibernate/jpa/spi/AbstractEntityManagerImpl.java,108146,12.60%
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/TransactionImpl.java,150714,12.03%
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/QueryImpl.java,107904,12.85%
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/EntityManagerImpl.java,150569,12.14%
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/EntityManagerFactoryRegistry.java,150299,12.34%
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/EntityManagerFactoryImpl.java,150167,12.44%
hibernate-entitymanager/src/main/java/org/hibernate/jpa/SchemaGenSource.java,149491,12.94%
hibernate-entitymanager/src/main/java/org/hibernate/jpa/SchemaGenAction.java,149391,13.02%
hibernate-entitymanager/src/main/java/org/hibernate/ejb/packaging/Scanner.java,149277,13.11%
hibernate-entitymanager/src/main/java/org/hibernate/ejb/cfg/spi/IdentifierGeneratorStrategyProvider.java,149263,13.12%
hibernate-entitymanager/src/main/java/org/hibernate/ejb/HibernatePersistence.java,149249,13.13%
hibernate-entitymanager/src/main/java/org/hibernate/ejb/HibernateEntityManagerImplementor.java,149163,13.19%
hibernate-entitymanager/src/main/java/org/hibernate/ejb/HibernateEntityManagerFactory.java,149148,13.20%
hibernate-entitymanager/src/main/java/org/hibernate/ejb/HibernateEntityManager.java,149134,13.21%
hibernate-entitymanager/src/main/java/org/hibernate/ejb/BaseQueryImpl.java,149120,13.23%
hibernate-entitymanager/src/main/java/org/hibernate/ejb/AbstractQueryImpl.java,149103,13.24%
hibernate-entitymanager/src/main/java/org/hibernate/ejb/AbstractEntityManagerImpl.java,149084,13.25%
hibernate-ehcache/src/test/java/org/hibernate/test/cache/ehcache/functional/RefreshUpdatedDataTest.java,152919,12.89%
hibernate-ehcache/src/test/java/org/hibernate/test/cache/ehcache/functional/InsertedDataTest.java,152577,12.70%
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/management/impl/ProviderMBeanRegistrationHelper.java,143294,11.65%
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/management/impl/EhcacheHibernateMBeanRegistrationImpl.java,143290,11.65%
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/internal/strategy/TransactionalEhcacheNaturalIdRegionAccessStrategy.java,106453,13.37%
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/internal/strategy/TransactionalEhcacheEntityRegionAccessStrategy.java,106430,13.38%
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/internal/strategy/TransactionalEhcacheCollectionRegionAccessStrategy.java,106409,13.38%
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/internal/strategy/ReadWriteEhcacheNaturalIdRegionAccessStrategy.java,106396,13.38%
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/internal/strategy/ReadWriteEhcacheEntityRegionAccessStrategy.java,106384,13.38%
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/internal/strategy/ReadOnlyEhcacheNaturalIdRegionAccessStrategy.java,106374,13.38%
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/internal/strategy/ReadOnlyEhcacheEntityRegionAccessStrategy.java,106354,13.38%
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/internal/strategy/ReadOnlyEhcacheCollectionRegionAccessStrategy.java,106336,13.39%
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/internal/strategy/NonStrictReadWriteEhcacheNaturalIdRegionAccessStrategy.java,106326,13.39%
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/internal/strategy/NonStrictReadWriteEhcacheEntityRegionAccessStrategy.java,106304,13.39%
