Filename,# of code changes,Code churn %
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/idclass/Tool.java,72230,-20.04%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/idclass/IdClassPredicateTest.java,72202,-20.08%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/idclass/HelperId.java,71989,-20.44%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/idclass/Helper.java,71929,-20.54%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/enumcollection/User.java,71894,-20.60%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/enumcollection/EnumIsMemberTest.java,71840,-20.69%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/components/joins/ManyToOneType.java,71766,-20.81%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/components/joins/Entity.java,71729,-20.87%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/components/joins/EmbeddedType.java,71692,-20.94%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/components/joins/ComponentJoinTest.java,71656,-21.00%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/components/Name.java,71542,-21.19%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/components/ComponentCriteriaTest.java,71478,-21.30%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/components/Client.java,71322,-21.56%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/components/Alias.java,71271,-21.65%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/basic/Wall.java,71211,-21.75%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/basic/PredicateTest.java,71128,-21.90%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/basic/Payment.java,70834,-22.40%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/basic/ListIndexTest.java,70773,-22.51%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/basic/ExpressionsTest.java,70691,-22.65%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/basic/Date3Type.java,70361,-23.22%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/basic/CastTest.java,70210,-23.49%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/basic/BasicCriteriaUsageTest.java,70145,-23.60%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/basic/AggregationResultTest.java,69978,-23.90%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/TreatKeywordTest.java,69815,-24.19%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/SuperclassCollectionTest.java,69525,-24.71%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/QueryBuilderTest.java,69347,-25.03%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/ParameterTest.java,69073,-25.52%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/OnKeywordTest.java,68952,-25.74%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/MultiTypedBasicAttributesEntity.java,68908,-25.82%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/ManipulationCriteriaTest.java,68853,-25.92%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/Human.java,68626,-26.34%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/EntitySuperclassCollectionTest.java,68608,-26.37%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/EntitySuperclassCollectionTest.java,12029,82.33%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/Elephant.java,68495,-26.58%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/CriteriaCompilingTest.java,68477,-26.61%
hibernate-core/src/test/java/org/hibernate/jpa/test/criteria/Animal.java,68258,-27.02%
hibernate-core/src/test/java/org/hibernate/jpa/test/convert/QueryTest.java,68198,-27.13%
hibernate-core/src/test/java/org/hibernate/jpa/test/convert/ConversionAutoApplyTest.java,67988,-27.53%
hibernate-core/src/test/java/org/hibernate/jpa/test/connection/PersistenceUnitInfoImpl.java,67824,-27.83%
hibernate-core/src/test/java/org/hibernate/jpa/test/connection/FakeDataSourceException.java,67707,-28.05%
hibernate-core/src/test/java/org/hibernate/jpa/test/connection/FakeDataSource.java,67688,-28.09%
hibernate-core/src/test/java/org/hibernate/jpa/test/connection/DataSourceInjectionTest.java,67632,-28.20%
hibernate-core/src/test/java/org/hibernate/jpa/test/collection/PostLoadTest.java,67571,-28.31%
hibernate-core/src/test/java/org/hibernate/jpa/test/collection/Parent.java,67516,-28.42%
hibernate-core/src/test/java/org/hibernate/jpa/test/collection/Child.java,67460,-28.52%
hibernate-core/src/test/java/org/hibernate/jpa/test/cdi/NoCdiAvailableTestDelegate.java,67419,-28.60%
hibernate-core/src/test/java/org/hibernate/jpa/test/cdi/NoCdiAvailableTest.java,67387,-28.66%
hibernate-core/src/test/java/org/hibernate/jpa/test/cdi/NoCdiAvailableTest.java,19037,68.45%
hibernate-core/src/test/java/org/hibernate/jpa/test/cdi/ExtendedBeanManagerCdiTest.java,67270,-28.89%
hibernate-core/src/test/java/org/hibernate/jpa/test/cdi/DelayedCdiTest.java,66865,-29.67%
hibernate-core/src/test/java/org/hibernate/jpa/test/cdi/BasicCdiTest.java,66462,-30.45%
hibernate-core/src/test/java/org/hibernate/jpa/test/cdi/BaseCdiIntegrationTest.java,66314,-30.74%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/multilevel/Top.java,66261,-30.85%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/multilevel/MultiLevelCascadeTest.java,66210,-30.95%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/multilevel/Middle.java,66138,-31.09%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/multilevel/Bottom.java,66077,-31.21%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/multicircle/MultiCircleJpaCascadeTest.java,66038,-31.29%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/multicircle/G.java,65721,-31.92%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/multicircle/F.java,65685,-32.00%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/multicircle/E.java,65633,-32.10%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/multicircle/D.java,65598,-32.17%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/multicircle/C.java,65537,-32.29%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/multicircle/B.java,65495,-32.38%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/multicircle/AbstractEntity.java,65427,-32.52%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/Troop2.java,65350,-32.67%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/Troop.java,65305,-32.76%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/Teacher.java,65239,-32.90%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/Student.java,65172,-33.04%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/Song.java,65109,-33.16%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/Son.java,65067,-33.25%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/Soldier2.java,65023,-33.34%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/Soldier.java,64956,-33.48%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/Parent.java,64886,-33.62%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/MergeWithTransientNonCascadedAssociationTest.java,64853,-33.69%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/MergeTest.java,64767,-33.87%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/Grandson.java,64636,-34.14%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/FetchTest2.java,64593,-34.23%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/FetchTest.java,64516,-34.39%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/ExtractionDocumentInfo.java,64356,-34.72%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/ExtractionDocument.java,64229,-34.99%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/DetachAndContainsTest.java,64158,-35.14%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/DeleteOrphanTest.java,64063,-35.34%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/Conference.java,63962,-35.55%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/CascadeTest.java,63877,-35.73%
hibernate-core/src/test/java/org/hibernate/jpa/test/cascade/Author.java,63781,-35.94%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/xml/MyEntity.java,63759,-35.98%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/xml/JournalingListener.java,63720,-36.07%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/xml/EntityListenerViaXmlTest.java,63692,-36.13%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/hbmxml/MappingClassMoreThanOnceTest.java,63646,-36.23%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/hbmxml/Entity.java,63590,-36.35%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/VideoSystem.java,63559,-36.41%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/Translation.java,63524,-36.49%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/Television.java,63480,-36.58%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/Rythm.java,63410,-36.73%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/RemoteControl.java,63380,-36.80%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/Plant.java,63329,-36.91%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/Person.java,63280,-37.01%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/IncreaseListener.java,63200,-37.19%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/FirstOneListener.java,63178,-37.23%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/ExceptionListener.java,63155,-37.28%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/Employee.java,63135,-37.33%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/Customer.java,63065,-37.48%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/CountryNameCheckerListener.java,63021,-37.58%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/CountryChecker.java,62985,-37.65%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/CommunicationSystem.java,62962,-37.71%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/CallbacksTest.java,62934,-37.77%
hibernate-core/src/test/java/org/hibernate/jpa/test/callbacks/CallbackAndDirtyTest.java,62677,-38.33%
hibernate-core/src/test/java/org/hibernate/jpa/test/cacheable/cachemodes/SimpleEntity.java,62573,-38.56%
hibernate-core/src/test/java/org/hibernate/jpa/test/cacheable/cachemodes/SharedCacheModesTest.java,62536,-38.64%
hibernate-core/src/test/java/org/hibernate/jpa/test/cacheable/api/Order.java,62435,-38.87%
hibernate-core/src/test/java/org/hibernate/jpa/test/cacheable/api/JpaCacheApiUsageTest.java,62379,-38.99%
hibernate-core/src/test/java/org/hibernate/jpa/test/cacheable/annotation/NoCacheableAnnotationEntity.java,62317,-39.13%
hibernate-core/src/test/java/org/hibernate/jpa/test/cacheable/annotation/ExplicitlyNonCacheableEntity.java,62280,-39.21%
hibernate-core/src/test/java/org/hibernate/jpa/test/cacheable/annotation/ExplicitlyCacheableEntity.java,62241,-39.30%
hibernate-core/src/test/java/org/hibernate/jpa/test/cacheable/annotation/ConfigurationTest.java,62202,-39.39%
hibernate-core/src/test/java/org/hibernate/jpa/test/boot/NewBootProcessTest.java,62049,-39.73%
hibernate-core/src/test/java/org/hibernate/jpa/test/beanvalidation/ValidatorFactory2PhaseInjectionTest.java,62009,-39.82%
hibernate-core/src/test/java/org/hibernate/jpa/test/beanvalidation/ValidTitle.java,5643,86.14%
hibernate-core/src/test/java/org/hibernate/jpa/test/beanvalidation/CupHolder.java,61938,-39.98%
hibernate-core/src/test/java/org/hibernate/jpa/test/beanvalidation/CupHolder.java,5605,86.05%
hibernate-core/src/test/java/org/hibernate/jpa/test/beanvalidation/BeanValidationTest.java,61895,-40.08%
hibernate-core/src/test/java/org/hibernate/jpa/test/beanvalidation/BeanValidationTest.java,5587,86.07%
hibernate-core/src/test/java/org/hibernate/jpa/test/association/Oven.java,61812,-40.27%
hibernate-core/src/test/java/org/hibernate/jpa/test/association/Kitchen.java,61768,-40.37%
hibernate-core/src/test/java/org/hibernate/jpa/test/association/IncidentStatus.java,61727,-40.46%
hibernate-core/src/test/java/org/hibernate/jpa/test/association/Incident.java,61683,-40.56%
hibernate-core/src/test/java/org/hibernate/jpa/test/association/AssociationTest.java,61638,-40.66%
hibernate-core/src/test/java/org/hibernate/jpa/test/Wallet.java,61561,-40.84%
hibernate-core/src/test/java/org/hibernate/jpa/test/TestingEntityManagerFactoryGenerator.java,61504,-40.97%
hibernate-core/src/test/java/org/hibernate/jpa/test/TestHelper.java,61470,-41.05%
hibernate-core/src/test/java/org/hibernate/jpa/test/SettingsGenerator.java,61421,-41.16%
hibernate-core/src/test/java/org/hibernate/jpa/test/PersistenceUnitInfoAdapter.java,61386,-41.24%
hibernate-core/src/test/java/org/hibernate/jpa/test/PersistenceUnitDescriptorAdapter.java,61286,-41.47%
hibernate-core/src/test/java/org/hibernate/jpa/test/NotSerializableClass.java,61171,-41.74%
hibernate-core/src/test/java/org/hibernate/jpa/test/NoOpListener.java,61154,-41.78%
hibernate-core/src/test/java/org/hibernate/jpa/test/MyNamingStrategy.java,61134,-41.82%
hibernate-core/src/test/java/org/hibernate/jpa/test/LastUpdateListener.java,61113,-41.87%
hibernate-core/src/test/java/org/hibernate/jpa/test/Kitten.java,61089,-41.93%
hibernate-core/src/test/java/org/hibernate/jpa/test/Item.java,61026,-42.07%
hibernate-core/src/test/java/org/hibernate/jpa/test/EntityWithCompositeId.java,60904,-42.36%
hibernate-core/src/test/java/org/hibernate/jpa/test/EntityManagerTest.java,60866,-42.45%
hibernate-core/src/test/java/org/hibernate/jpa/test/EntityManagerFactoryUnwrapTest.java,60403,-43.54%
hibernate-core/src/test/java/org/hibernate/jpa/test/EntityManagerFactoryClosedTest.java,60301,-43.78%
hibernate-core/src/test/java/org/hibernate/jpa/test/Distributor.java,60218,-43.98%
hibernate-core/src/test/java/org/hibernate/jpa/test/CountEntityWithCompositeIdTest.java,60163,-44.11%
hibernate-core/src/test/java/org/hibernate/jpa/test/CompositeIdRowValueTest.java,60125,-44.20%
hibernate-core/src/test/java/org/hibernate/jpa/test/CompositeId.java,60089,-44.29%
hibernate-core/src/test/java/org/hibernate/jpa/test/Cat.java,60027,-44.44%
hibernate-core/src/test/java/org/hibernate/jpa/test/BaseEntityManagerFunctionalTestCase.java,59845,-44.88%
hibernate-core/src/test/java/org/hibernate/id/SequenceHiLoGeneratorTest.java,141791,11.67%
hibernate-core/src/test/java/org/hibernate/engine/spi/ExecutableListTest.java,141782,11.67%
hibernate-core/src/test/java/org/hibernate/engine/query/ParameterParserTest.java,151293,12.35%
hibernate-core/src/test/java/org/hibernate/engine/query/MySQLSetVariableEscapeColonTest.java,151247,12.32%
hibernate-core/src/test/java/org/hibernate/engine/jdbc/internal/JdbcCoordinatorTest.java,7078,85.00%
hibernate-core/src/test/java/org/hibernate/engine/jdbc/dialect/internal/StandardDialectResolverTest.java,151303,12.35%
hibernate-core/src/test/java/org/hibernate/engine/jdbc/cursor/internal/StandardRefCursorSupportTest.java,151878,12.31%
hibernate-core/src/test/java/org/hibernate/dialect/SQLServer2005DialectTestCase.java,9980,80.10%
hibernate-core/src/test/java/org/hibernate/dialect/SQLServer2005DialectTestCase.java,9968,80.18%
hibernate-core/src/test/java/org/hibernate/dialect/SQLServer2005DialectTestCase.java,17045,69.97%
hibernate-core/src/test/java/org/hibernate/dialect/InformixDialectTestCase.java,10135,79.91%
hibernate-core/src/test/java/org/hibernate/cache/spi/QueryKeyTest.java,141779,11.67%
hibernate-core/src/test/java/NoPackageEntity.java,59511,-45.69%
hibernate-core/src/main/java/org/hibernate}/internal/HEMLogging.java,145021,11.84%
hibernate-core/src/main/java/org/hibernate}/internal/EntityManagerMessageLogger.java,144983,11.82%
hibernate-core/src/main/java/org/hibernate/usertype/UserVersionType.java,141771,11.67%
hibernate-core/src/main/java/org/hibernate/usertype/UserType.java,141763,11.67%
hibernate-core/src/main/java/org/hibernate/usertype/UserCollectionType.java,141739,11.67%
hibernate-core/src/main/java/org/hibernate/usertype/CompositeUserType.java,141690,11.67%
hibernate-core/src/main/java/org/hibernate/type/descriptor/java/SerializableTypeDescriptor.java,10207,79.45%
hibernate-core/src/main/java/org/hibernate/type/descriptor/java/PrimitiveByteArrayTypeDescriptor.java,5428,85.81%
hibernate-core/src/main/java/org/hibernate/type/descriptor/java/JavaTypeDescriptorRegistry.java,152952,12.90%
hibernate-core/src/main/java/org/hibernate/type/descriptor/java/JavaTypeDescriptorRegistry.java,10172,79.71%
hibernate-core/src/main/java/org/hibernate/type/descriptor/java/JavaTypeDescriptorRegistry.java,10011,79.88%
hibernate-core/src/main/java/org/hibernate/type/descriptor/WrapperOptionsContext.java,141656,11.68%
hibernate-core/src/main/java/org/hibernate/type/descriptor/WrapperOptionsContext.java,113004,11.54%
hibernate-core/src/main/java/org/hibernate/type/ZonedDateTimeType.java,141644,11.67%
hibernate-core/src/main/java/org/hibernate/type/WrapperBinaryType.java,141638,11.67%
hibernate-core/src/main/java/org/hibernate/type/VersionType.java,141636,11.67%
hibernate-core/src/main/java/org/hibernate/type/TypeHelper.java,141628,11.68%
hibernate-core/src/main/java/org/hibernate/type/Type.java,141608,11.68%
hibernate-core/src/main/java/org/hibernate/type/TimestampType.java,141496,11.68%
hibernate-core/src/main/java/org/hibernate/type/SpecialOneToOneType.java,110215,11.42%
hibernate-core/src/main/java/org/hibernate/type/SortedSetType.java,110201,11.42%
hibernate-core/src/main/java/org/hibernate/type/SortedMapType.java,110191,11.42%
hibernate-core/src/main/java/org/hibernate/type/SingleColumnType.java,141484,11.68%
hibernate-core/src/main/java/org/hibernate/type/ShortType.java,141474,11.68%
hibernate-core/src/main/java/org/hibernate/type/SetType.java,141454,11.68%
hibernate-core/src/main/java/org/hibernate/type/SerializableType.java,141442,11.67%
hibernate-core/src/main/java/org/hibernate/type/ProcedureParameterNamedBinder.java,141440,11.67%
hibernate-core/src/main/java/org/hibernate/type/ProcedureParameterExtractionAware.java,141433,11.68%
hibernate-core/src/main/java/org/hibernate/type/OneToOneType.java,141425,11.68%
hibernate-core/src/main/java/org/hibernate/type/OffsetDateTimeType.java,141377,11.67%
hibernate-core/src/main/java/org/hibernate/type/ObjectType.java,141371,11.67%
hibernate-core/src/main/java/org/hibernate/type/NClobType.java,141369,11.67%
hibernate-core/src/main/java/org/hibernate/type/MetaType.java,141362,11.67%
hibernate-core/src/main/java/org/hibernate/type/MapType.java,141295,11.67%
hibernate-core/src/main/java/org/hibernate/type/ManyToOneType.java,141273,11.67%
hibernate-core/src/main/java/org/hibernate/type/LongType.java,141227,11.66%
hibernate-core/src/main/java/org/hibernate/type/LocalDateTimeType.java,141221,11.66%
hibernate-core/src/main/java/org/hibernate/type/ListType.java,141215,11.66%
hibernate-core/src/main/java/org/hibernate/type/IntegerType.java,141200,11.66%
hibernate-core/src/main/java/org/hibernate/type/InstantType.java,141182,11.65%
hibernate-core/src/main/java/org/hibernate/type/IdentifierBagType.java,141176,11.65%
hibernate-core/src/main/java/org/hibernate/type/EnumType.java,7080,84.97%
hibernate-core/src/main/java/org/hibernate/type/EnumType.java,141162,11.65%
hibernate-core/src/main/java/org/hibernate/type/EntityType.java,141156,11.65%
hibernate-core/src/main/java/org/hibernate/type/EmbeddedComponentType.java,110181,11.42%
hibernate-core/src/main/java/org/hibernate/type/DbTimestampType.java,141126,11.65%
hibernate-core/src/main/java/org/hibernate/type/CustomType.java,141102,11.66%
hibernate-core/src/main/java/org/hibernate/type/CustomCollectionType.java,141020,11.64%
hibernate-core/src/main/java/org/hibernate/type/CompositeType.java,140991,11.63%
hibernate-core/src/main/java/org/hibernate/type/CompositeCustomType.java,140985,11.63%
hibernate-core/src/main/java/org/hibernate/type/ComponentType.java,140909,11.62%
hibernate-core/src/main/java/org/hibernate/type/CollectionType.java,140867,11.62%
hibernate-core/src/main/java/org/hibernate/type/ClobType.java,140809,11.63%
hibernate-core/src/main/java/org/hibernate/type/CalendarType.java,140801,11.63%
hibernate-core/src/main/java/org/hibernate/type/ByteType.java,140791,11.63%
hibernate-core/src/main/java/org/hibernate/type/BlobType.java,140774,11.62%
hibernate-core/src/main/java/org/hibernate/type/BinaryType.java,140767,11.62%
hibernate-core/src/main/java/org/hibernate/type/BasicTypeRegistry.java,152944,12.89%
hibernate-core/src/main/java/org/hibernate/type/BasicType.java,140761,11.62%
hibernate-core/src/main/java/org/hibernate/type/BagType.java,140758,11.62%
hibernate-core/src/main/java/org/hibernate/type/ArrayType.java,140745,11.62%
hibernate-core/src/main/java/org/hibernate/type/AnyType.java,140722,11.61%
hibernate-core/src/main/java/org/hibernate/type/AnyType.java,110166,11.42%
hibernate-core/src/main/java/org/hibernate/type/AbstractType.java,140686,11.62%
hibernate-core/src/main/java/org/hibernate/type/AbstractStandardBasicType.java,140661,11.62%
hibernate-core/src/main/java/org/hibernate/type/AbstractSingleColumnStandardBasicType.java,140561,11.60%
hibernate-core/src/main/java/org/hibernate/tuple/entity/PojoEntityTuplizer.java,140557,11.60%
hibernate-core/src/main/java/org/hibernate/tuple/entity/EntityTuplizer.java,140546,11.61%
hibernate-core/src/main/java/org/hibernate/tuple/entity/EntityMetamodel.java,140518,11.61%
hibernate-core/src/main/java/org/hibernate/tuple/entity/EntityMetamodel.java,113000,11.55%
hibernate-core/src/main/java/org/hibernate/tuple/entity/DynamicMapEntityTuplizer.java,151175,12.28%
hibernate-core/src/main/java/org/hibernate/tuple/entity/BytecodeEnhancementMetadataPojoImpl.java,140516,11.61%
hibernate-core/src/main/java/org/hibernate/tuple/entity/BytecodeEnhancementMetadataNonPojoImpl.java,140510,11.61%
hibernate-core/src/main/java/org/hibernate/tuple/entity/AbstractEntityTuplizer.java,140504,11.61%
hibernate-core/src/main/java/org/hibernate/tuple/component/PojoComponentTuplizer.java,140468,11.62%
hibernate-core/src/main/java/org/hibernate/transform/CacheableResultTransformer.java,140466,11.62%
hibernate-core/src/main/java/org/hibernate/tool/schema/spi/SchemaManagementToolCoordinator.java,17047,69.97%
hibernate-core/src/main/java/org/hibernate/tool/schema/internal/exec/GenerationTargetToDatabase.java,140464,11.62%
hibernate-core/src/main/java/org/hibernate/tool/schema/internal/exec/AbstractJdbcConnectionContextImpl.java,140462,11.62%
hibernate-core/src/main/java/org/hibernate/tool/schema/internal/SchemaValidatorImpl.java,150720,12.03%
hibernate-core/src/main/java/org/hibernate/tool/schema/internal/SchemaMigratorImpl.java,16240,69.56%
hibernate-core/src/main/java/org/hibernate/tool/schema/internal/SchemaMigratorImpl.java,140460,11.62%
hibernate-core/src/main/java/org/hibernate/tool/schema/internal/SchemaCreatorImpl.java,140454,11.62%
hibernate-core/src/main/java/org/hibernate/tool/schema/extract/internal/InformationExtractorJdbcDatabaseMetaDataImpl.java,17840,70.44%
hibernate-core/src/main/java/org/hibernate/tool/schema/extract/internal/InformationExtractorJdbcDatabaseMetaDataImpl.java,17261,70.00%
hibernate-core/src/main/java/org/hibernate/tool/hbm2ddl/SchemaExport.java,140446,11.62%
hibernate-core/src/main/java/org/hibernate/stat/spi/StatisticsImplementor.java,140442,11.62%
hibernate-core/src/main/java/org/hibernate/stat/internal/ConcurrentStatisticsImpl.java,140378,11.63%
hibernate-core/src/main/java/org/hibernate/stat/internal/ConcurrentStatisticsImpl.java,112988,11.55%
hibernate-core/src/main/java/org/hibernate/stat/internal/ConcurrentSecondLevelCacheStatisticsImpl.java,140208,11.67%
hibernate-core/src/main/java/org/hibernate/stat/internal/ConcurrentQueryStatisticsImpl.java,9988,80.06%
hibernate-core/src/main/java/org/hibernate/stat/internal/ConcurrentQueryStatisticsImpl.java,10042,79.80%
hibernate-core/src/main/java/org/hibernate/stat/QueryStatistics.java,10015,79.89%
hibernate-core/src/main/java/org/hibernate/sql/Template.java,8064,85.37%
hibernate-core/src/main/java/org/hibernate/sql/Template.java,140205,11.67%
hibernate-core/src/main/java/org/hibernate/sql/Sybase11JoinFragment.java,140203,11.67%
hibernate-core/src/main/java/org/hibernate/sql/Select.java,140201,11.67%
hibernate-core/src/main/java/org/hibernate/service/spi/SessionFactoryServiceRegistryFactory.java,140199,11.67%
hibernate-core/src/main/java/org/hibernate/service/spi/SessionFactoryServiceRegistryFactory.java,100557,13.37%
hibernate-core/src/main/java/org/hibernate/service/spi/SessionFactoryServiceRegistryBuilder.java,100554,13.38%
hibernate-core/src/main/java/org/hibernate/service/spi/SessionFactoryServiceContributor.java,100535,13.36%
hibernate-core/src/main/java/org/hibernate/service/spi/ServiceContributor.java,100516,13.34%
hibernate-core/src/main/java/org/hibernate/service/internal/StandardSessionFactoryServiceInitiators.java,100514,13.34%
hibernate-core/src/main/java/org/hibernate/service/internal/SessionFactoryServiceRegistryImpl.java,100512,13.34%
hibernate-core/src/main/java/org/hibernate/service/internal/SessionFactoryServiceRegistryFactoryImpl.java,100501,13.34%
hibernate-core/src/main/java/org/hibernate/service/internal/SessionFactoryServiceRegistryBuilderImpl.java,100487,13.33%
hibernate-core/src/main/java/org/hibernate/service/internal/ConcurrentServiceBinding.java,151173,12.28%
hibernate-core/src/main/java/org/hibernate/secure/internal/JaccPreUpdateEventListener.java,140197,11.67%
hibernate-core/src/main/java/org/hibernate/secure/internal/JaccPreLoadEventListener.java,140195,11.67%
hibernate-core/src/main/java/org/hibernate/secure/internal/JaccPreInsertEventListener.java,140193,11.67%
hibernate-core/src/main/java/org/hibernate/secure/internal/JaccPreDeleteEventListener.java,140191,11.67%
hibernate-core/src/main/java/org/hibernate/result/spi/ResultContext.java,140189,11.67%
hibernate-core/src/main/java/org/hibernate/result/internal/OutputsImpl.java,140177,11.67%
hibernate-core/src/main/java/org/hibernate/resource/transaction/spi/TransactionCoordinatorOwner.java,140166,11.67%
hibernate-core/src/main/java/org/hibernate/resource/transaction/spi/SynchronizationRegistryImplementor.java,140140,11.67%
hibernate-core/src/main/java/org/hibernate/resource/transaction/spi/SynchronizationRegistryImplementor.java,111261,11.25%
hibernate-core/src/main/java/org/hibernate/resource/transaction/package-info.java,111255,11.25%
hibernate-core/src/main/java/org/hibernate/resource/transaction/internal/TransactionCoordinatorBuilderInitiator.java,111247,11.25%
hibernate-core/src/main/java/org/hibernate/resource/transaction/backend/jta/internal/synchronization/SynchronizationCallbackTarget.java,140136,11.67%
hibernate-core/src/main/java/org/hibernate/resource/transaction/backend/jta/internal/synchronization/SynchronizationCallbackCoordinatorTrackingImpl.java,140132,11.67%
hibernate-core/src/main/java/org/hibernate/resource/transaction/backend/jta/internal/synchronization/SynchronizationCallbackCoordinator.java,140128,11.68%
hibernate-core/src/main/java/org/hibernate/resource/transaction/backend/jta/internal/synchronization/ManagedFlushChecker.java,140126,11.68%
hibernate-core/src/main/java/org/hibernate/resource/transaction/backend/jta/internal/synchronization/ManagedFlushChecker.java,111243,11.26%
hibernate-core/src/main/java/org/hibernate/resource/transaction/backend/jta/internal/synchronization/ExceptionMapper.java,140122,11.68%
hibernate-core/src/main/java/org/hibernate/resource/transaction/backend/jta/internal/synchronization/AfterCompletionAction.java,140114,11.67%
hibernate-core/src/main/java/org/hibernate/resource/transaction/backend/jta/internal/synchronization/AfterCompletionAction.java,111240,11.25%
